Date,Day_of_Week,Lecture_Number,Start_Time,End_Time,Subject,Faculty_ID,Semester,Branch,Section,Classroom,Total_Enrolled_Students,Students_Present,Attendance_Percentage,Previous_Lecture_Attendance_Pct,Gap_Since_Previous_Lecture_Hours,Practical_or_Theory,Internal_Test_Week,Assignment_Due,Holiday_Before_After,Weather,Special_Event,Faculty_Experience_Years
07-08-2026,Friday,5,13:30:00,15:30:00,DS & ML Practical,F_MLK,3,MCA,A,Computer Lab,103,77,74.76,83.5,1.25,Practical,Yes,No,No,Rainy,No,11
07-08-2026,Friday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,66,65.35,,,Theory,Yes,No,No,Rainy,No,9
07-08-2026,Friday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,88,87.13,65.35,0,Theory,Yes,No,No,Rainy,No,9
07-08-2026,Friday,3,10:15:00,11:15:00,Principles of Cloud Management and Security,F_KSD,3,MCA,B,Computer Lab,101,87,86.14,87.13,0,Theory,Yes,No,No,Cloudy,No,7
07-08-2026,Friday,4,11:15:00,12:15:00,Data Science & Machine Learning,F_SP,3,MCA,B,Computer Lab,101,79,78.22,86.14,0,Theory,Yes,No,No,Sunny,No,8
07-08-2026,Friday,5,13:30:00,15:30:00,DS & ML Practical,F_MLK,3,MCA,B,Computer Lab,101,52,51.49,78.22,1.25,Practical,Yes,No,No,Rainy,No,11
08-08-2026,Saturday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,47,45.63,,,Theory,Yes,No,No,Cloudy,No,9
08-08-2026,Saturday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,61,59.22,45.63,0,Theory,Yes,No,No,Rainy,No,9
08-08-2026,Saturday,3,10:15:00,11:15:00,Software Testing and Quality Assurance,F_DPY,3,MCA,A,Computer Lab,103,71,68.93,59.22,0,Theory,Yes,No,No,Rainy,No,6
08-08-2026,Saturday,4,11:15:00,12:15:00,Principles of Cloud Management and Security,F_KSD,3,MCA,A,Computer Lab,103,71,68.93,68.93,0,Theory,Yes,Yes,No,Rainy,No,7
08-08-2026,Saturday,5,13:30:00,15:30:00,Innovation and Entrepreneurship Development,F_JSP,3,MCA,A,Computer Lab,103,78,75.73,68.93,1.25,Theory,Yes,No,No,Rainy,No,12
08-08-2026,Saturday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,64,63.37,,,Theory,Yes,No,No,Rainy,No,9
08-08-2026,Saturday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,94,93.07,63.37,0,Theory,Yes,No,No,Sunny,No,9
08-08-2026,Saturday,3,10:15:00,11:15:00,Software Testing and Quality Assurance,F_DPY,3,MCA,B,Computer Lab,101,74,73.27,93.07,0,Theory,Yes,No,No,Rainy,No,6
08-08-2026,Saturday,4,11:15:00,12:15:00,Principles of Cloud Management and Security,F_KSD,3,MCA,B,Computer Lab,101,56,55.45,73.27,0,Theory,Yes,No,No,Sunny,No,7
08-08-2026,Saturday,5,13:30:00,15:30:00,Innovation and Entrepreneurship Development,F_JSP,3,MCA,B,Computer Lab,101,70,69.31,55.45,1.25,Theory,Yes,No,No,Cloudy,No,12
10-08-2026,Monday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,68,66.02,,,Theory,No,No,No,Rainy,No,9
10-08-2026,Monday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,69,66.99,66.02,0,Theory,No,No,No,Sunny,No,9
10-08-2026,Monday,3,10:15:00,11:15:00,Data Science & Machine Learning,F_SP,3,MCA,A,Computer Lab,103,77,74.76,66.99,0,Theory,No,No,No,Rainy,No,8
10-08-2026,Monday,4,11:15:00,12:15:00,Software Testing and Quality Assurance,F_DPY,3,MCA,A,Computer Lab,103,72,69.9,74.76,0,Theory,No,No,No,Rainy,No,6
10-08-2026,Monday,5,13:30:00,15:30:00,Industry Readiness Program,F_Visiting,3,MCA,A,Computer Lab,103,77,74.76,69.9,1.25,Theory,No,No,No,Cloudy,No,4
10-08-2026,Monday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,81,80.2,,,Theory,No,No,No,Sunny,No,9
10-08-2026,Monday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,87,86.14,80.2,0,Theory,No,No,No,Rainy,No,9
10-08-2026,Monday,3,10:15:00,11:15:00,Data Science & Machine Learning,F_SP,3,MCA,B,Computer Lab,101,73,72.28,86.14,0,Theory,No,No,No,Cloudy,No,8
10-08-2026,Monday,4,11:15:00,12:15:00,Software Testing and Quality Assurance,F_DPY,3,MCA,B,Computer Lab,101,66,65.35,72.28,0,Theory,No,No,No,Sunny,No,6
10-08-2026,Monday,5,13:30:00,15:30:00,Industry Readiness Program,F_Visiting,3,MCA,B,Computer Lab,101,74,73.27,65.35,1.25,Theory,No,No,No,Cloudy,No,4
11-08-2026,Tuesday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,90,87.38,,,Theory,No,No,No,Sunny,No,9
11-08-2026,Tuesday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,74,71.84,87.38,0,Theory,No,No,No,Sunny,No,9
11-08-2026,Tuesday,3,10:15:00,11:15:00,Data Science & Machine Learning,F_SP,3,MCA,A,Computer Lab,103,103,100,71.84,0,Theory,No,No,No,Rainy,No,8
11-08-2026,Tuesday,4,11:15:00,12:15:00,Principles of Cloud Management and Security,F_KSD,3,MCA,A,Computer Lab,103,74,71.84,100,0,Theory,No,No,No,Rainy,No,7
11-08-2026,Tuesday,5,13:30:00,15:30:00,Software Testing and Quality Assurance,F_DPY,3,MCA,A,Computer Lab,103,84,81.55,71.84,1.25,Practical,No,No,No,Rainy,No,6
11-08-2026,Tuesday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,77,76.24,,,Theory,No,No,No,Cloudy,No,9
11-08-2026,Tuesday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,80,79.21,76.24,0,Theory,No,No,No,Sunny,No,9
11-08-2026,Tuesday,3,10:15:00,11:15:00,Data Science & Machine Learning,F_SP,3,MCA,B,Computer Lab,101,82,81.19,79.21,0,Theory,No,No,No,Cloudy,No,8
11-08-2026,Tuesday,4,11:15:00,12:15:00,Principles of Cloud Management and Security,F_KSD,3,MCA,B,Computer Lab,101,76,75.25,81.19,0,Theory,No,No,No,Rainy,No,7
11-08-2026,Tuesday,5,13:30:00,15:30:00,Software Testing and Quality Assurance,F_DPY,3,MCA,B,Computer Lab,101,66,65.35,75.25,1.25,Practical,No,No,No,Rainy,No,6
12-08-2026,Wednesday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,75,72.82,,,Practical,No,No,No,Rainy,No,9
12-08-2026,Wednesday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,74,71.84,72.82,0,Practical,No,No,No,Cloudy,No,9
12-08-2026,Wednesday,3,10:15:00,11:15:00,Mini Project,F_RSZ,3,MCA,A,Computer Lab,103,72,69.9,71.84,0,Practical,No,No,No,Cloudy,No,15
12-08-2026,Wednesday,4,11:15:00,12:15:00,Mini Project,F_RSZ,3,MCA,A,Computer Lab,103,62,60.19,69.9,0,Practical,No,Yes,No,Rainy,No,15
12-08-2026,Wednesday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,70,69.31,,,Practical,No,Yes,No,Cloudy,No,9
12-08-2026,Wednesday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,63,62.38,69.31,0,Practical,No,No,No,Rainy,No,9
12-08-2026,Wednesday,3,10:15:00,11:15:00,Mini Project,F_RSZ,3,MCA,B,Computer Lab,101,95,94.06,62.38,0,Practical,No,Yes,No,Rainy,No,15
12-08-2026,Wednesday,4,11:15:00,12:15:00,Mini Project,F_RSZ,3,MCA,B,Computer Lab,101,50,49.5,94.06,0,Practical,No,No,No,Rainy,No,15
13-08-2026,Thursday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,77,74.76,,,Theory,No,No,No,Rainy,No,9
13-08-2026,Thursday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,87,84.47,74.76,0,Theory,No,No,No,Cloudy,No,9
13-08-2026,Thursday,3,10:15:00,11:15:00,Innovation and Entrepreneurship Development,F_JSP,3,MCA,A,Computer Lab,103,84,81.55,84.47,0,Theory,No,No,No,Cloudy,No,12
13-08-2026,Thursday,4,11:15:00,12:15:00,Innovation and Entrepreneurship Development,F_JSP,3,MCA,A,Computer Lab,103,96,93.2,81.55,0,Theory,No,No,No,Rainy,No,12
13-08-2026,Thursday,5,13:30:00,15:30:00,STQA Practical,F_DPY,3,MCA,A,Computer Lab,103,71,68.93,93.2,1.25,Practical,No,No,No,Cloudy,No,6
13-08-2026,Thursday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,54,53.47,,,Theory,No,No,No,Rainy,No,9
13-08-2026,Thursday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,60,59.41,53.47,0,Theory,No,No,No,Rainy,No,9
13-08-2026,Thursday,3,10:15:00,11:15:00,Innovation and Entrepreneurship Development,F_JSP,3,MCA,B,Computer Lab,101,65,64.36,59.41,0,Theory,No,No,No,Cloudy,No,12
13-08-2026,Thursday,4,11:15:00,12:15:00,Innovation and Entrepreneurship Development,F_JSP,3,MCA,B,Computer Lab,101,44,43.56,64.36,0,Theory,No,No,No,Sunny,No,12
13-08-2026,Thursday,5,13:30:00,15:30:00,STQA Practical,F_DPY,3,MCA,B,Computer Lab,101,59,58.42,43.56,1.25,Practical,No,No,No,Cloudy,No,6
14-08-2026,Friday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,67,65.05,,,Theory,No,No,Before,Rainy,No,9
14-08-2026,Friday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,A,Computer Lab,103,81,78.64,65.05,0,Theory,No,No,Before,Cloudy,No,9
14-08-2026,Friday,3,10:15:00,11:15:00,Principles of Cloud Management and Security,F_KSD,3,MCA,A,Computer Lab,103,80,77.67,78.64,0,Theory,No,No,Before,Cloudy,No,7
14-08-2026,Friday,4,11:15:00,12:15:00,Data Science & Machine Learning,F_SP,3,MCA,A,Computer Lab,103,69,66.99,77.67,0,Theory,No,No,Before,Cloudy,No,8
14-08-2026,Friday,5,13:30:00,15:30:00,DS & ML Practical,F_MLK,3,MCA,A,Computer Lab,103,77,74.76,66.99,1.25,Practical,No,No,Before,Rainy,No,11
14-08-2026,Friday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,62,61.39,,,Theory,No,No,Before,Rainy,No,9
14-08-2026,Friday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,MCA,B,Computer Lab,101,70,69.31,61.39,0,Theory,No,No,Before,Rainy,No,9
14-08-2026,Friday,3,10:15:00,11:15:00,Principles of Cloud Management and Security,F_KSD,3,MCA,B,Computer Lab,101,79,78.22,69.31,0,Theory,No,No,Before,Sunny,No,7
14-08-2026,Friday,4,11:15:00,12:15:00,Data Science & Machine Learning,F_SP,3,MCA,B,Computer Lab,101,60,59.41,78.22,0,Theory,No,No,Before,Cloudy,No,8
14-08-2026,Friday,5,13:30:00,15:30:00,DS & ML Practical,F_MLK,3,MCA,B,Computer Lab,101,65,64.36,59.41,1.25,Practical,No,No,Before,Rainy,No,11
